source,source_name,target,target_name,troncal,id_trazado,weight_distance_m,tipo_via
643,Estacion_19,713,Estacion_89,Americas,TZ009,178.569810248262,1
713,Estacion_89,643,Estacion_19,Americas,TZ009,178.569810248262,1
713,Estacion_89,642,Estacion_18,Americas,TZ009,10.108881571370148,1
642,Estacion_18,713,Estacion_89,Americas,TZ009,10.108881571370148,1
642,Estacion_18,702,Estacion_78,Americas,TZ009,57.32646659449074,1
702,Estacion_78,642,Estacion_18,Americas,TZ009,57.32646659449074,1
702,Estacion_78,765,Estacion_141,Americas,TZ009,22.917701432086687,1
765,Estacion_141,702,Estacion_78,Americas,TZ009,22.917701432086687,1
765,Estacion_141,706,Estacion_82,Americas,TZ009,162.68455822272426,1
706,Estacion_82,765,Estacion_141,Americas,TZ009,162.68455822272426,1
706,Estacion_82,658,Estacion_34,Americas,TZ009,54.417121656741074,1
658,Estacion_34,706,Estacion_82,Americas,TZ009,54.417121656741074,1
658,Estacion_34,753,Estacion_129,Americas,TZ009,24.04277025319061,1
753,Estacion_129,658,Estacion_34,Americas,TZ009,24.04277025319061,1
753,Estacion_129,701,Estacion_77,Americas,TZ009,0.0,1
701,Estacion_77,753,Estacion_129,Americas,TZ009,0.0,1
701,Estacion_77,629,Estacion_5,Americas,TZ009,0.0,1
629,Estacion_5,701,Estacion_77,Americas,TZ009,0.0,1
629,Estacion_5,695,Estacion_71,Americas,TZ009,5.02131864245348,1
695,Estacion_71,629,Estacion_5,Americas,TZ009,5.02131864245348,1
695,Estacion_71,647,Estacion_23,Americas,TZ009,95.65079710316331,1
647,Estacion_23,695,Estacion_71,Americas,TZ009,95.65079710316331,1
647,Estacion_23,700,Estacion_76,Americas,TZ009,0.0,1
700,Estacion_76,647,Estacion_23,Americas,TZ009,0.0,1
700,Estacion_76,666,Estacion_42,Americas,TZ009,95.29525548315905,1
666,Estacion_42,700,Estacion_76,Americas,TZ009,95.29525548315905,1
666,Estacion_42,741,Estacion_117,Americas,TZ009,71.47153394610905,1
741,Estacion_117,666,Estacion_42,Americas,TZ009,71.47153394610905,1
741,Estacion_117,750,Estacion_126,Americas,TZ009,117.35904019449936,1
750,Estacion_126,741,Estacion_117,Americas,TZ009,117.35904019449936,1
750,Estacion_126,634,Estacion_10,Americas,TZ009,20.844841812734558,1
634,Estacion_10,750,Estacion_126,Americas,TZ009,20.844841812734558,1
634,Estacion_10,641,Estacion_17,Americas,TZ009,64.865132706047,1
641,Estacion_17,634,Estacion_10,Americas,TZ009,64.865132706047,1
641,Estacion_17,756,Estacion_132,Americas,TZ009,219.45819629608468,1
756,Estacion_132,641,Estacion_17,Americas,TZ009,219.45819629608468,1
756,Estacion_132,767,Estacion_143,Americas,TZ009,0.0,1
767,Estacion_143,756,Estacion_132,Americas,TZ009,0.0,1
766,Estacion_142,684,Estacion_60,Americas,TZ009,72.63937380380048,1
684,Estacion_60,766,Estacion_142,Americas,TZ009,72.63937380380048,1
684,Estacion_60,691,Estacion_67,Americas,TZ009,24.235214665882268,1
691,Estacion_67,684,Estacion_60,Americas,TZ009,24.235214665882268,1
691,Estacion_67,711,Estacion_87,Americas,TZ009,41.45175825852766,1
711,Estacion_87,691,Estacion_67,Americas,TZ009,41.45175825852766,1
711,Estacion_87,719,Estacion_95,Americas,TZ009,353.4847574391397,1
719,Estacion_95,711,Estacion_87,Americas,TZ009,353.4847574391397,1
719,Estacion_95,693,Estacion_69,Americas,TZ009,0.0,1
693,Estacion_69,719,Estacion_95,Americas,TZ009,0.0,1
693,Estacion_69,769,Estacion_145,Americas,TZ009,51.247678767244906,1
769,Estacion_145,693,Estacion_69,Americas,TZ009,51.247678767244906,1
769,Estacion_145,653,Estacion_29,Americas,TZ009,28.302305603048808,1
653,Estacion_29,769,Estacion_145,Americas,TZ009,28.302305603048808,1
653,Estacion_29,703,Estacion_79,Americas,TZ009,137.9370308930802,1
703,Estacion_79,653,Estacion_29,Americas,TZ009,137.9370308930802,1
703,Estacion_79,688,Estacion_64,Americas,TZ009,14.316005742158268,1
688,Estacion_64,703,Estacion_79,Americas,TZ009,14.316005742158268,1
688,Estacion_64,667,Estacion_43,Americas,TZ009,145.55425390109122,1
667,Estacion_43,688,Estacion_64,Americas,TZ009,145.55425390109122,1
667,Estacion_43,720,Estacion_96,Americas,TZ009,14.181706945229962,1
720,Estacion_96,667,Estacion_43,Americas,TZ009,14.181706945229962,1
720,Estacion_96,744,Estacion_120,Americas,TZ009,0.0,1
744,Estacion_120,720,Estacion_96,Americas,TZ009,0.0,1
744,Estacion_120,933,Estacion_149,Americas,TZ009,54.623578370512405,1
933,Estacion_149,744,Estacion_120,Americas,TZ009,54.623578370512405,1
933,Estacion_149,708,Estacion_84,Americas,TZ009,39.91456602787184,1
708,Estacion_84,933,Estacion_149,Americas,TZ009,39.91456602787184,1
708,Estacion_84,738,Estacion_114,Americas,TZ009,43.916603345354815,1
738,Estacion_114,708,Estacion_84,Americas,TZ009,43.916603345354815,1
738,Estacion_114,747,Estacion_123,Americas,TZ009,0.0,1
747,Estacion_123,738,Estacion_114,Americas,TZ009,0.0,1
747,Estacion_123,627,Estacion_3,Americas,TZ009,0.0,1
627,Estacion_3,747,Estacion_123,Americas,TZ009,0.0,1
627,Estacion_3,646,Estacion_22,Americas,TZ009,0.0,1
646,Estacion_22,627,Estacion_3,Americas,TZ009,0.0,1
646,Estacion_22,687,Estacion_63,Americas,TZ009,0.0,1
687,Estacion_63,646,Estacion_22,Americas,TZ009,0.0,1
687,Estacion_63,735,Estacion_111,Americas,TZ009,0.0,1
735,Estacion_111,687,Estacion_63,Americas,TZ009,0.0,1
734,Estacion_110,739,Estacion_115,Americas,TZ009,0.0,1
739,Estacion_115,734,Estacion_110,Americas,TZ009,0.0,1
739,Estacion_115,716,Estacion_92,Americas,TZ009,0.0,1
716,Estacion_92,739,Estacion_115,Americas,TZ009,0.0,1
716,Estacion_92,699,Estacion_75,Americas,TZ009,0.0,1
699,Estacion_75,716,Estacion_92,Americas,TZ009,0.0,1
699,Estacion_75,698,Estacion_74,Americas,TZ009,0.0,1
698,Estacion_74,699,Estacion_75,Americas,TZ009,0.0,1
698,Estacion_74,709,Estacion_85,Americas,TZ009,0.0,1
709,Estacion_85,698,Estacion_74,Americas,TZ009,0.0,1
709,Estacion_85,694,Estacion_70,Americas,TZ009,0.0,1
694,Estacion_70,709,Estacion_85,Americas,TZ009,0.0,1
694,Estacion_70,873,Estacion_147,Americas,TZ009,0.0,1
873,Estacion_147,694,Estacion_70,Americas,TZ009,0.0,1
873,Estacion_147,764,Estacion_140,Americas,TZ009,0.0,1
764,Estacion_140,873,Estacion_147,Americas,TZ009,0.0,1
764,Estacion_140,724,Estacion_100,Americas,TZ009,0.0,1
724,Estacion_100,764,Estacion_140,Americas,TZ009,0.0,1
724,Estacion_100,728,Estacion_104,Americas,TZ009,0.0,1
728,Estacion_104,724,Estacion_100,Americas,TZ009,0.0,1
728,Estacion_104,733,Estacion_109,Americas,TZ009,0.0,1
733,Estacion_109,728,Estacion_104,Americas,TZ009,0.0,1
733,Estacion_109,721,Estacion_97,Americas,TZ009,0.0,1
721,Estacion_97,733,Estacion_109,Americas,TZ009,0.0,1
721,Estacion_97,752,Estacion_128,Americas,TZ009,0.0,1
752,Estacion_128,721,Estacion_97,Americas,TZ009,0.0,1
752,Estacion_128,758,Estacion_134,Americas,TZ009,0.0,1
758,Estacion_134,752,Estacion_128,Americas,TZ009,0.0,1
758,Estacion_134,730,Estacion_106,Americas,TZ009,0.0,1
730,Estacion_106,758,Estacion_134,Americas,TZ009,0.0,1
730,Estacion_106,761,Estacion_137,Americas,TZ009,278.50076042537876,1
761,Estacion_137,730,Estacion_106,Americas,TZ009,278.50076042537876,1
761,Estacion_137,657,Estacion_33,Americas,TZ009,559.8320905059118,1
657,Estacion_33,761,Estacion_137,Americas,TZ009,559.8320905059118,1
657,Estacion_33,760,Estacion_136,Americas,TZ009,0.0,1
760,Estacion_136,657,Estacion_33,Americas,TZ009,0.0,1
760,Estacion_136,705,Estacion_81,Americas,TZ009,0.0,1
705,Estacion_81,760,Estacion_136,Americas,TZ009,0.0,1
705,Estacion_81,689,Estacion_65,Americas,TZ009,0.0,1
689,Estacion_65,705,Estacion_81,Americas,TZ009,0.0,1
689,Estacion_65,661,Estacion_37,Americas,TZ009,0.0,1
661,Estacion_37,689,Estacion_65,Americas,TZ009,0.0,1
661,Estacion_37,737,Estacion_113,Americas,TZ009,0.0,1
737,Estacion_113,661,Estacion_37,Americas,TZ009,0.0,1
737,Estacion_113,931,Estacion_148,Americas,TZ009,0.0,1
931,Estacion_148,737,Estacion_113,Americas,TZ009,0.0,1
931,Estacion_148,746,Estacion_122,Americas,TZ009,140.77913751768574,1
746,Estacion_122,931,Estacion_148,Americas,TZ009,140.77913751768574,1
746,Estacion_122,759,Estacion_135,Americas,TZ009,134.84048208509194,1
759,Estacion_135,746,Estacion_122,Americas,TZ009,134.84048208509194,1
759,Estacion_135,742,Estacion_118,Americas,TZ009,925.5752298122134,1
742,Estacion_118,759,Estacion_135,Americas,TZ009,925.5752298122134,1
742,Estacion_118,697,Estacion_73,Americas,TZ009,783.9720664498327,1
697,Estacion_73,742,Estacion_118,Americas,TZ009,783.9720664498327,1
697,Estacion_73,639,Estacion_15,Americas,TZ009,1234.1134792167722,1
639,Estacion_15,697,Estacion_73,Americas,TZ009,1234.1134792167722,1
627,Estacion_3,631,Estacion_7,Eje Ambiental,TZ015,0.0,1
631,Estacion_7,627,Estacion_3,Eje Ambiental,TZ015,0.0,1
631,Estacion_7,652,Estacion_28,Eje Ambiental,TZ015,0.0,1
652,Estacion_28,631,Estacion_7,Eje Ambiental,TZ015,0.0,1
652,Estacion_28,675,Estacion_51,Eje Ambiental,TZ015,0.0,1
675,Estacion_51,652,Estacion_28,Eje Ambiental,TZ015,0.0,1
679,Estacion_55,680,Estacion_56,Eje Ambiental,TZ015,0.0,1
680,Estacion_56,679,Estacion_55,Eje Ambiental,TZ015,0.0,1
680,Estacion_56,681,Estacion_57,Eje Ambiental,TZ015,0.0,1
681,Estacion_57,680,Estacion_56,Eje Ambiental,TZ015,0.0,1
682,Estacion_58,668,Estacion_44,Eje Ambiental,TZ015,0.0,1
668,Estacion_44,682,Estacion_58,Eje Ambiental,TZ015,0.0,1
668,Estacion_44,671,Estacion_47,Eje Ambiental,TZ015,0.0,1
671,Estacion_47,668,Estacion_44,Eje Ambiental,TZ015,0.0,1
671,Estacion_47,683,Estacion_59,Eje Ambiental,TZ015,0.0,1
683,Estacion_59,671,Estacion_47,Eje Ambiental,TZ015,0.0,1
683,Estacion_59,686,Estacion_62,Eje Ambiental,TZ015,0.0,1
686,Estacion_62,683,Estacion_59,Eje Ambiental,TZ015,0.0,1
686,Estacion_62,684,Estacion_60,Eje Ambiental,TZ015,0.0,1
684,Estacion_60,686,Estacion_62,Eje Ambiental,TZ015,0.0,1
684,Estacion_60,672,Estacion_48,Eje Ambiental,TZ015,0.0,1
672,Estacion_48,684,Estacion_60,Eje Ambiental,TZ015,0.0,1
672,Estacion_48,673,Estacion_49,Eje Ambiental,TZ015,0.0,1
673,Estacion_49,672,Estacion_48,Eje Ambiental,TZ015,0.0,1
674,Estacion_50,662,Estacion_38,Eje Ambiental,TZ015,0.0,1
662,Estacion_38,674,Estacion_50,Eje Ambiental,TZ015,0.0,1
662,Estacion_38,669,Estacion_45,Eje Ambiental,TZ015,0.0,1
669,Estacion_45,662,Estacion_38,Eje Ambiental,TZ015,0.0,1
669,Estacion_45,670,Estacion_46,Eje Ambiental,TZ015,0.0,1
670,Estacion_46,669,Estacion_45,Eje Ambiental,TZ015,0.0,1
670,Estacion_46,751,Estacion_127,Eje Ambiental,TZ015,0.0,1
751,Estacion_127,670,Estacion_46,Eje Ambiental,TZ015,0.0,1
751,Estacion_127,741,Estacion_117,Eje Ambiental,TZ015,0.0,1
741,Estacion_117,751,Estacion_127,Eje Ambiental,TZ015,0.0,1
741,Estacion_117,727,Estacion_103,Eje Ambiental,TZ015,0.0,1
727,Estacion_103,741,Estacion_117,Eje Ambiental,TZ015,0.0,1
727,Estacion_103,714,Estacion_90,Eje Ambiental,TZ015,0.0,1
714,Estacion_90,727,Estacion_103,Eje Ambiental,TZ015,0.0,1
714,Estacion_90,713,Estacion_89,Eje Ambiental,TZ015,0.0,1
713,Estacion_89,714,Estacion_90,Eje Ambiental,TZ015,0.0,1
713,Estacion_89,712,Estacion_88,Eje Ambiental,TZ015,0.0,1
712,Estacion_88,713,Estacion_89,Eje Ambiental,TZ015,0.0,1
712,Estacion_88,711,Estacion_87,Eje Ambiental,TZ015,0.0,1
711,Estacion_87,712,Estacion_88,Eje Ambiental,TZ015,0.0,1
711,Estacion_87,700,Estacion_76,Eje Ambiental,TZ015,0.0,1
700,Estacion_76,711,Estacion_87,Eje Ambiental,TZ015,0.0,1
700,Estacion_76,703,Estacion_79,Eje Ambiental,TZ015,0.0,1
703,Estacion_79,700,Estacion_76,Eje Ambiental,TZ015,0.0,1
703,Estacion_79,690,Estacion_66,Eje Ambiental,TZ015,0.0,1
690,Estacion_66,703,Estacion_79,Eje Ambiental,TZ015,0.0,1
690,Estacion_66,734,Estacion_110,Eje Ambiental,TZ015,0.0,1
734,Estacion_110,690,Estacion_66,Eje Ambiental,TZ015,0.0,1
734,Estacion_110,757,Estacion_133,Eje Ambiental,TZ015,0.0,1
757,Estacion_133,734,Estacion_110,Eje Ambiental,TZ015,0.0,1
757,Estacion_133,754,Estacion_130,Eje Ambiental,TZ015,0.0,1
754,Estacion_130,757,Estacion_133,Eje Ambiental,TZ015,0.0,1
754,Estacion_130,769,Estacion_145,Eje Ambiental,TZ015,0.0,1
769,Estacion_145,754,Estacion_130,Eje Ambiental,TZ015,0.0,1
769,Estacion_145,762,Estacion_138,Eje Ambiental,TZ015,0.0,1
762,Estacion_138,769,Estacion_145,Eje Ambiental,TZ015,0.0,1
762,Estacion_138,752,Estacion_128,Eje Ambiental,TZ015,0.0,1
752,Estacion_128,762,Estacion_138,Eje Ambiental,TZ015,0.0,1
752,Estacion_128,747,Estacion_123,Eje Ambiental,TZ015,69.57154978845165,1
747,Estacion_123,752,Estacion_128,Eje Ambiental,TZ015,69.57154978845165,1
747,Estacion_123,653,Estacion_29,Eje Ambiental,TZ015,149.64804736190598,1
653,Estacion_29,747,Estacion_123,Eje Ambiental,TZ015,149.64804736190598,1
653,Estacion_29,643,Estacion_19,Eje Ambiental,TZ015,0.0,1
643,Estacion_19,653,Estacion_29,Eje Ambiental,TZ015,0.0,1
643,Estacion_19,647,Estacion_23,Eje Ambiental,TZ015,0.0,1
647,Estacion_23,643,Estacion_19,Eje Ambiental,TZ015,0.0,1
647,Estacion_23,645,Estacion_21,Eje Ambiental,TZ015,0.0,1
645,Estacion_21,647,Estacion_23,Eje Ambiental,TZ015,0.0,1
654,Estacion_30,630,Estacion_6,Eje Ambiental,TZ015,0.0,1
630,Estacion_6,654,Estacion_30,Eje Ambiental,TZ015,0.0,1
630,Estacion_6,655,Estacion_31,Eje Ambiental,TZ015,0.0,1
655,Estacion_31,630,Estacion_6,Eje Ambiental,TZ015,0.0,1
655,Estacion_31,648,Estacion_24,Eje Ambiental,TZ015,0.0,1
648,Estacion_24,655,Estacion_31,Eje Ambiental,TZ015,0.0,1
648,Estacion_24,651,Estacion_27,Eje Ambiental,TZ015,0.0,1
651,Estacion_27,648,Estacion_24,Eje Ambiental,TZ015,0.0,1
651,Estacion_27,657,Estacion_33,Eje Ambiental,TZ015,0.0,1
657,Estacion_33,651,Estacion_27,Eje Ambiental,TZ015,0.0,1
657,Estacion_33,638,Estacion_14,Eje Ambiental,TZ015,0.0,1
638,Estacion_14,657,Estacion_33,Eje Ambiental,TZ015,0.0,1
638,Estacion_14,637,Estacion_13,Eje Ambiental,TZ015,0.0,1
637,Estacion_13,638,Estacion_14,Eje Ambiental,TZ015,0.0,1
637,Estacion_13,666,Estacion_42,Eje Ambiental,TZ015,0.0,1
666,Estacion_42,637,Estacion_13,Eje Ambiental,TZ015,0.0,1
666,Estacion_42,649,Estacion_25,Eje Ambiental,TZ015,0.0,1
649,Estacion_25,666,Estacion_42,Eje Ambiental,TZ015,0.0,1
649,Estacion_25,650,Estacion_26,Eje Ambiental,TZ015,0.0,1
650,Estacion_26,649,Estacion_25,Eje Ambiental,TZ015,0.0,1
650,Estacion_26,626,Estacion_2,Eje Ambiental,TZ015,0.0,1
626,Estacion_2,650,Estacion_26,Eje Ambiental,TZ015,0.0,1
625,Estacion_1,632,Estacion_8,Eje Ambiental,TZ015,0.0,1
632,Estacion_8,625,Estacion_1,Eje Ambiental,TZ015,0.0,1
632,Estacion_8,633,Estacion_9,Eje Ambiental,TZ015,0.0,1
633,Estacion_9,632,Estacion_8,Eje Ambiental,TZ015,0.0,1
633,Estacion_9,634,Estacion_10,Eje Ambiental,TZ015,0.0,1
634,Estacion_10,633,Estacion_9,Eje Ambiental,TZ015,0.0,1
634,Estacion_10,644,Estacion_20,Eje Ambiental,TZ015,0.0,1
644,Estacion_20,634,Estacion_10,Eje Ambiental,TZ015,0.0,1
644,Estacion_20,641,Estacion_17,Eje Ambiental,TZ015,0.0,1
641,Estacion_17,644,Estacion_20,Eje Ambiental,TZ015,0.0,1
642,Estacion_18,640,Estacion_16,Eje Ambiental,TZ015,0.0,1
640,Estacion_16,642,Estacion_18,Eje Ambiental,TZ015,0.0,1
640,Estacion_16,639,Estacion_15,Eje Ambiental,TZ015,0.0,1
639,Estacion_15,640,Estacion_16,Eje Ambiental,TZ015,0.0,1
639,Estacion_15,746,Estacion_122,Eje Ambiental,TZ015,0.0,1
746,Estacion_122,639,Estacion_15,Eje Ambiental,TZ015,0.0,1
746,Estacion_122,743,Estacion_119,Eje Ambiental,TZ015,0.0,1
743,Estacion_119,746,Estacion_122,Eje Ambiental,TZ015,0.0,1
743,Estacion_119,660,Estacion_36,Eje Ambiental,TZ015,0.0,1
660,Estacion_36,743,Estacion_119,Eje Ambiental,TZ015,0.0,1
660,Estacion_36,685,Estacion_61,Eje Ambiental,TZ015,0.0,1
685,Estacion_61,660,Estacion_36,Eje Ambiental,TZ015,0.0,1
685,Estacion_61,667,Estacion_43,Eje Ambiental,TZ015,0.0,1
667,Estacion_43,685,Estacion_61,Eje Ambiental,TZ015,0.0,1
667,Estacion_43,656,Estacion_32,Eje Ambiental,TZ015,0.0,1
656,Estacion_32,667,Estacion_43,Eje Ambiental,TZ015,0.0,1
658,Estacion_34,659,Estacion_35,Eje Ambiental,TZ015,0.0,1
659,Estacion_35,658,Estacion_34,Eje Ambiental,TZ015,0.0,1
659,Estacion_35,663,Estacion_39,Eje Ambiental,TZ015,0.0,1
663,Estacion_39,659,Estacion_35,Eje Ambiental,TZ015,0.0,1
661,Estacion_37,665,Estacion_41,Eje Ambiental,TZ015,0.0,1
665,Estacion_41,661,Estacion_37,Eje Ambiental,TZ015,0.0,1
665,Estacion_41,664,Estacion_40,Eje Ambiental,TZ015,0.0,1
664,Estacion_40,665,Estacion_41,Eje Ambiental,TZ015,0.0,1
664,Estacion_40,701,Estacion_77,Eje Ambiental,TZ015,0.0,1
701,Estacion_77,664,Estacion_40,Eje Ambiental,TZ015,0.0,1
701,Estacion_77,695,Estacion_71,Eje Ambiental,TZ015,0.0,1
695,Estacion_71,701,Estacion_77,Eje Ambiental,TZ015,0.0,1
695,Estacion_71,696,Estacion_72,Eje Ambiental,TZ015,0.0,1
696,Estacion_72,695,Estacion_71,Eje Ambiental,TZ015,0.0,1
696,Estacion_72,688,Estacion_64,Eje Ambiental,TZ015,0.0,1
688,Estacion_64,696,Estacion_72,Eje Ambiental,TZ015,0.0,1
688,Estacion_64,717,Estacion_93,Eje Ambiental,TZ015,0.0,1
717,Estacion_93,688,Estacion_64,Eje Ambiental,TZ015,0.0,1
717,Estacion_93,710,Estacion_86,Eje Ambiental,TZ015,0.0,1
710,Estacion_86,717,Estacion_93,Eje Ambiental,TZ015,0.0,1
710,Estacion_86,708,Estacion_84,Eje Ambiental,TZ015,0.0,1
708,Estacion_84,710,Estacion_86,Eje Ambiental,TZ015,0.0,1
708,Estacion_84,702,Estacion_78,Eje Ambiental,TZ015,0.0,1
702,Estacion_78,708,Estacion_84,Eje Ambiental,TZ015,0.0,1
702,Estacion_78,707,Estacion_83,Eje Ambiental,TZ015,0.0,1
707,Estacion_83,702,Estacion_78,Eje Ambiental,TZ015,0.0,1
707,Estacion_83,704,Estacion_80,Eje Ambiental,TZ015,0.0,1
704,Estacion_80,707,Estacion_83,Eje Ambiental,TZ015,0.0,1
706,Estacion_82,705,Estacion_81,Eje Ambiental,TZ015,0.0,1
705,Estacion_81,706,Estacion_82,Eje Ambiental,TZ015,0.0,1
705,Estacion_81,719,Estacion_95,Eje Ambiental,TZ015,0.0,1
719,Estacion_95,705,Estacion_81,Eje Ambiental,TZ015,0.0,1
719,Estacion_95,718,Estacion_94,Eje Ambiental,TZ015,0.0,1
718,Estacion_94,719,Estacion_95,Eje Ambiental,TZ015,0.0,1
718,Estacion_94,715,Estacion_91,Eje Ambiental,TZ015,0.0,1
715,Estacion_91,718,Estacion_94,Eje Ambiental,TZ015,0.0,1
715,Estacion_91,697,Estacion_73,Eje Ambiental,TZ015,0.0,1
697,Estacion_73,715,Estacion_91,Eje Ambiental,TZ015,0.0,1
697,Estacion_73,692,Estacion_68,Eje Ambiental,TZ015,0.0,1
692,Estacion_68,697,Estacion_73,Eje Ambiental,TZ015,0.0,1
693,Estacion_69,689,Estacion_65,Eje Ambiental,TZ015,0.0,1
689,Estacion_65,693,Estacion_69,Eje Ambiental,TZ015,0.0,1
689,Estacion_65,691,Estacion_67,Eje Ambiental,TZ015,0.0,1
691,Estacion_67,689,Estacion_65,Eje Ambiental,TZ015,0.0,1
750,Estacion_126,748,Estacion_124,Eje Ambiental,TZ015,0.0,1
748,Estacion_124,750,Estacion_126,Eje Ambiental,TZ015,0.0,1
748,Estacion_124,745,Estacion_121,Eje Ambiental,TZ015,0.0,1
745,Estacion_121,748,Estacion_124,Eje Ambiental,TZ015,0.0,1
745,Estacion_121,744,Estacion_120,Eje Ambiental,TZ015,0.0,1
744,Estacion_120,745,Estacion_121,Eje Ambiental,TZ015,0.0,1
744,Estacion_120,749,Estacion_125,Eje Ambiental,TZ015,0.0,1
749,Estacion_125,744,Estacion_120,Eje Ambiental,TZ015,0.0,1
749,Estacion_125,723,Estacion_99,Eje Ambiental,TZ015,0.0,1
723,Estacion_99,749,Estacion_125,Eje Ambiental,TZ015,0.0,1
723,Estacion_99,722,Estacion_98,Eje Ambiental,TZ015,0.0,1
722,Estacion_98,723,Estacion_99,Eje Ambiental,TZ015,0.0,1
722,Estacion_98,720,Estacion_96,Eje Ambiental,TZ015,0.0,1
720,Estacion_96,722,Estacion_98,Eje Ambiental,TZ015,0.0,1
720,Estacion_96,732,Estacion_108,Eje Ambiental,TZ015,0.0,1
732,Estacion_108,720,Estacion_96,Eje Ambiental,TZ015,0.0,1
729,Estacion_105,731,Estacion_107,Eje Ambiental,TZ015,0.0,1
731,Estacion_107,729,Estacion_105,Eje Ambiental,TZ015,0.0,1
731,Estacion_107,742,Estacion_118,Eje Ambiental,TZ015,0.0,1
742,Estacion_118,731,Estacion_107,Eje Ambiental,TZ015,0.0,1
742,Estacion_118,736,Estacion_112,Eje Ambiental,TZ015,0.0,1
736,Estacion_112,742,Estacion_118,Eje Ambiental,TZ015,0.0,1
726,Estacion_102,721,Estacion_97,Eje Ambiental,TZ015,0.0,1
721,Estacion_97,726,Estacion_102,Eje Ambiental,TZ015,0.0,1
721,Estacion_97,740,Estacion_116,Eje Ambiental,TZ015,0.0,1
740,Estacion_116,721,Estacion_97,Eje Ambiental,TZ015,0.0,1
740,Estacion_116,737,Estacion_113,Eje Ambiental,TZ015,0.0,1
737,Estacion_113,740,Estacion_116,Eje Ambiental,TZ015,0.0,1
737,Estacion_113,738,Estacion_114,Eje Ambiental,TZ015,0.0,1
738,Estacion_114,737,Estacion_113,Eje Ambiental,TZ015,0.0,1
738,Estacion_114,767,Estacion_143,Eje Ambiental,TZ015,0.0,1
767,Estacion_143,738,Estacion_114,Eje Ambiental,TZ015,0.0,1
767,Estacion_143,763,Estacion_139,Eje Ambiental,TZ015,0.0,1
763,Estacion_139,767,Estacion_143,Eje Ambiental,TZ015,0.0,1
763,Estacion_139,761,Estacion_137,Eje Ambiental,TZ015,0.0,1
761,Estacion_137,763,Estacion_139,Eje Ambiental,TZ015,0.0,1
760,Estacion_136,765,Estacion_141,Eje Ambiental,TZ015,0.0,1
765,Estacion_141,760,Estacion_136,Eje Ambiental,TZ015,0.0,1
765,Estacion_141,756,Estacion_132,Eje Ambiental,TZ015,0.0,1
756,Estacion_132,765,Estacion_141,Eje Ambiental,TZ015,0.0,1
756,Estacion_132,759,Estacion_135,Eje Ambiental,TZ015,0.0,1
759,Estacion_135,756,Estacion_132,Eje Ambiental,TZ015,0.0,1
759,Estacion_135,755,Estacion_131,Eje Ambiental,TZ015,0.0,1
755,Estacion_131,759,Estacion_135,Eje Ambiental,TZ015,0.0,1
755,Estacion_131,635,Estacion_11,Eje Ambiental,TZ015,0.0,1
635,Estacion_11,755,Estacion_131,Eje Ambiental,TZ015,0.0,1
635,Estacion_11,636,Estacion_12,Eje Ambiental,TZ015,0.0,1
636,Estacion_12,635,Estacion_11,Eje Ambiental,TZ015,0.0,1
636,Estacion_12,628,Estacion_4,Eje Ambiental,TZ015,0.0,1
628,Estacion_4,636,Estacion_12,Eje Ambiental,TZ015,0.0,1
628,Estacion_4,629,Estacion_5,Eje Ambiental,TZ015,0.0,1
629,Estacion_5,628,Estacion_4,Eje Ambiental,TZ015,0.0,1
629,Estacion_5,624,Estacion_0,Eje Ambiental,TZ015,0.0,1
624,Estacion_0,629,Estacion_5,Eje Ambiental,TZ015,0.0,1
624,Estacion_0,933,Estacion_149,Eje Ambiental,TZ015,0.0,1
933,Estacion_149,624,Estacion_0,Eje Ambiental,TZ015,0.0,1
933,Estacion_149,931,Estacion_148,Eje Ambiental,TZ015,0.0,1
931,Estacion_148,933,Estacion_149,Eje Ambiental,TZ015,0.0,1
770,Estacion_146,753,Estacion_129,Eje Ambiental,TZ015,0.0,1
753,Estacion_129,770,Estacion_146,Eje Ambiental,TZ015,0.0,1
753,Estacion_129,768,Estacion_144,Eje Ambiental,TZ015,0.0,1
768,Estacion_144,753,Estacion_129,Eje Ambiental,TZ015,0.0,1
768,Estacion_144,766,Estacion_142,Eje Ambiental,TZ015,0.0,1
766,Estacion_142,768,Estacion_144,Eje Ambiental,TZ015,0.0,1
766,Estacion_142,694,Estacion_70,Eje Ambiental,TZ015,3.9929537708712814,1
694,Estacion_70,766,Estacion_142,Eje Ambiental,TZ015,3.9929537708712814,1
694,Estacion_70,735,Estacion_111,Eje Ambiental,TZ015,3.9029291699080204,1
735,Estacion_111,694,Estacion_70,Eje Ambiental,TZ015,3.9029291699080204,1
735,Estacion_111,646,Estacion_22,Eje Ambiental,TZ015,6.867309028441468,1
646,Estacion_22,735,Estacion_111,Eje Ambiental,TZ015,6.867309028441468,1
646,Estacion_22,709,Estacion_85,Eje Ambiental,TZ015,93.65698863516002,1
709,Estacion_85,646,Estacion_22,Eje Ambiental,TZ015,93.65698863516002,1
709,Estacion_85,687,Estacion_63,Eje Ambiental,TZ015,126.20579530423856,1
687,Estacion_63,709,Estacion_85,Eje Ambiental,TZ015,126.20579530423856,1
687,Estacion_63,739,Estacion_115,Eje Ambiental,TZ015,0.0,1
739,Estacion_115,687,Estacion_63,Eje Ambiental,TZ015,0.0,1
739,Estacion_115,733,Estacion_109,Eje Ambiental,TZ015,0.0,1
733,Estacion_109,739,Estacion_115,Eje Ambiental,TZ015,0.0,1
