Intervalo,Nombre_Estacion,Demanda_Real,Demanda_Predicha
3:30,Flores – Areandina,0.0,0.7151656
3:30,Museo del Oro,0.0,1.249371
3:30,General Santander,1.0,1.2178278
3:30,Portal 20 de Julio,1.0,1.4414845
3:30,Humedal Córdoba,0.0,0.88201284
3:30,Parque,0.0,1.7224827
3:30,Policarpa,0.0,0.8931589
3:30,Museo Nacional,0.0,0.8054218
3:30,Hospital,0.0,1.6443133
3:30,Normandía,0.0,38.14954
3:30,Perdomo,1.0,1.9877696
3:30,Hortúa,0.0,0.8350086
3:30,Portal Usme,1.0,2.1702347
3:30,Ferias,1.0,0.8680525
3:30,Temporal Marly,0.0,0.7629976
3:30,Patio Bonito,0.0,0.9614649
3:30,Portal Tunal,1.0,2.1784983
3:30,Fucha,0.0,2.441156
3:30,Minuto de Dios,0.0,0.91060305
3:30,Portal Américas,6.0,1.8909421
3:30,Las Aguas - Centro Colombo Americano,0.0,1.5170355
3:30,Portal Suba,0.0,0.54151344
3:30,Suba - AV. Boyacá,0.0,0.74734354
3:30,Santa Lucía,0.0,1.0564628
3:30,San Martín,0.0,1.0726104
3:30,Universidades – CityU,0.0,0.5521388
3:30,Santa Isabel,0.0,0.82879734
3:30,Suba - Calle 95,0.0,0.6727233
3:30,Puente Aranda,0.0,1.1658549
3:30,Quiroga,0.0,0.6062279
3:30,Puentelargo,0.0,0.515182
3:30,San Victorino,0.0,1.0723066
3:30,CC Paseo Villa del Río - Madelena,0.0,0.5683284
3:30,San Mateo - CC Unisur,0.0,2.8910365
3:30,Sevillana,0.0,0.5547199
3:30,Rionegro,0.0,0.68610525
3:30,Suba - Calle 116,0.0,0.7107296
3:30,San Bernardo,0.0,0.9020214
3:30,SENA,0.0,0.70331717
3:30,San Facon Carrera 22,0.0,0.7257819
3:30,Socorro,0.0,1.1480942
3:30,21 Ángeles,0.0,0.5538473
3:30,Temporal Calle 34,0.0,0.6653886
3:30,Venecia,0.0,0.6564007
3:30,Danubio,0.0,46.47988
3:30,Portal Sur - JFK Coop. Financiera,1.0,0.9263849
3:30,Temporal Calle 22,0.0,0.7357211
3:45,AV. Chile,1.0,8.567368
3:45,CAN,1.0,8.43198
3:45,Campín - UAN,0.0,8.002628
3:45,San Diego,2.0,8.6677685
3:45,Granja - Kr 77,0.0,8.0401745
3:45,Ricaurte - NQS,1.0,8.359975
3:45,Quirigua,0.0,1.0148516
3:45,Suba - Calle 100,0.0,1.1649218
3:45,Calle 75 - Zona M,0.0,0.85987043
3:45,AV. Boyacá,2.0,2.4241242
3:45,Calle 40 Sur,2.0,8.296164
3:45,AV. Américas - AV. Boyacá,2.0,1.1260915
3:45,Marsella,1.0,2.4757895
3:45,Niza - Calle 127,1.0,2.8066983
3:45,La Campiña,0.0,0.90135145
3:45,Transversal 86,3.0,6.787238
3:45,Corferias,0.0,8.484264
3:45,Guatoque - Veraguas,1.0,2.0761046
3:45,CDS - Carrera 32,1.0,8.312371
3:45,Ciudad Universitaria - Lotería de Bogotá,0.0,0.8356757
3:45,Universidad Nacional,0.0,0.7724633
3:45,Avenida Rojas - UNISALESIANA,1.0,8.984182
3:45,Tercer Milenio,1.0,2.1212268
3:45,Concejo de Bogotá,1.0,0.7930541
3:45,NQS - Calle 38A S,1.0,1.8328271
3:45,7 de Agosto,0.0,1.2175913
3:45,AV. 68,0.0,8.0770855
3:45,Distrito Grafiti,1.0,1.6499028
3:45,Polo - FINCOMERCIO,1.0,1.3260646
3:45,Tygua - San José,0.0,1.0997729
3:45,Quinta Paredes,0.0,0.8625183
3:45,Salitre - El Greco,1.0,8.336174
3:45,Zona Industrial,1.0,8.188089
3:45,León XIII,14.0,0.43542528
3:45,Paloquemao,0.0,1.053165
3:45,Carrera 90,0.0,0.75675535
3:45,Gobernación,0.0,0.8965292
3:45,Terreros - Hospital Cardio Vascular,4.0,5.4494686
3:45,Escuela Militar,0.0,0.98658323
3:45,Mandalay,1.0,0.9660287
3:45,AV. Cali,0.0,1.3432102
3:45,Suba - TV. 91,0.0,4.1007323
3:45,Ricaurte - CL 13,1.0,2.2567177
3:45,Restrepo,1.0,1.9374552
3:45,Prado,0.0,2.4781656
3:45,Terminal,0.0,0.81558084
3:45,Virrey,0.0,1.264216
3:45,Toberin - Foundever,0.0,0.48013353
3:45,Pepe Sierra,0.0,1.2490282
3:45,Calle 100 - Marketmedios,0.0,0.9899483
3:45,Calle 142,1.0,0.68071365
3:45,Portal Norte – Unicervantes,0.0,0.7411623
3:45,Calle 187,0.0,0.67612696
3:45,Alcalá – Colegio S. Tomás Dominicos,0.0,0.964447
3:45,Calle 146,0.0,2.2843862
3:45,Calle 127,0.0,1.5081286
3:45,Héroes,2.0,8.137712
3:45,Calle 161,0.0,1.5135489
3:45,Calle 106 - Maletas Explora,1.0,1.369276
3:45,Mazurén,0.0,1.6609964
3:45,Calle 45 - American School Way,1.0,1.1181359
3:45,Carrera 53,0.0,0.9691186
3:45,La Castellana,1.0,1.1661944
3:45,AV. 1 Mayo,8.0,1.0623078
3:45,De La Sabana,1.0,1.2955976
3:45,La Despensa,1.0,1.7988715
3:45,Calle 72,0.0,0.70419407
3:45,Centro Memoria,0.0,1.0207195
3:45,Carrera 43 - Comapan,1.0,9.220233
3:45,Consuelo,1.0,2.3013473
3:45,AV. Jiménez - Caracas,1.0,0.924242
3:45,Comuneros,1.0,1.0448413
3:45,El Tiempo – Cámara de Comercio de Bogotá,0.0,9.207243
3:45,Biblioteca Tintal,9.0,4.288966
3:45,Ciudad Jardín - UAN,2.0,2.4111047
3:45,Bicentenario,1.0,1.0963254
3:45,Temporal Calle 57,0.0,8.199427
3:45,Biblioteca,3.0,5.9827533
3:45,AV. ElDorado,1.0,9.225964
3:45,Calle 26,0.0,9.201268
3:45,Alquería,1.0,5.323921
3:45,Bosa,1.0,6.0204496
3:45,CAD,1.0,9.267767
3:45,Banderas,10.0,9.2882805
3:45,Calle 19,0.0,9.238924
3:45,AV. Jiménez - CL 13,0.0,9.403608
3:45,Movistar Arena,11.0,17.344389
3:45,AV. 39,1.0,9.25412
3:45,Calle 76 - San Felipe,0.0,0.83412933
3:45,Calle 63,0.0,9.261725
3:45,Calle 85,1.0,9.232672
3:45,NQS - Calle 30 S,1.0,9.265046
3:45,Country Sur,3.0,2.340776
3:45,Carrera 47,0.0,9.195076
3:45,Portal 80,1.0,4.460205
3:45,Olaya,1.0,1.8349023
3:45,Molinos,6.0,1.5168958
3:45,Nariño,1.0,3.8594284
3:45,Gratamira,0.0,1.7242332
3:45,Pradera - Plaza Central,3.0,1.8236637
3:45,Las Nieves,1.0,2.2856274
3:45,Modelia,0.0,2.3255014
3:45,Portal El Dorado – C.C. Nuestro Bogotá,1.0,1.8477507
3:45,Flores – Areandina,0.0,0.97711706
3:45,Museo del Oro,0.0,1.575633
3:45,General Santander,1.0,5.96326
3:45,Portal 20 de Julio,4.0,2.1370058
3:45,Humedal Córdoba,0.0,1.487536
3:45,Parque,2.0,2.1592283
3:45,Policarpa,1.0,1.1975217
3:45,Museo Nacional,1.0,1.0228672
3:45,Hospital,0.0,1.9671507
3:45,Normandía,0.0,9.012964
3:45,Perdomo,6.0,6.238689
3:45,Hortúa,0.0,1.3677611
3:45,Portal Usme,4.0,2.7457228
3:45,Ferias,1.0,3.8782268
3:45,Temporal Marly,0.0,0.9304066
3:45,Patio Bonito,0.0,5.0982113
3:45,Portal Tunal,1.0,5.708422
3:45,Fucha,1.0,6.0607224
3:45,Minuto de Dios,0.0,5.23737
3:45,Portal Américas,35.0,5.9780545
3:45,Las Aguas - Centro Colombo Americano,1.0,5.1539283
3:45,Portal Suba,2.0,2.430808
3:45,Suba - AV. Boyacá,0.0,5.7188463
3:45,Santa Lucía,12.0,5.1025586
3:45,San Martín,0.0,1.402607
3:45,Universidades – CityU,1.0,0.7512231
3:45,Santa Isabel,1.0,1.0690932
3:45,Suba - Calle 95,0.0,0.7492032
3:45,Puente Aranda,1.0,1.1364007
3:45,Quiroga,1.0,0.75524426
3:45,Puentelargo,1.0,0.8262763
3:45,San Victorino,1.0,1.3086324
3:45,CC Paseo Villa del Río - Madelena,5.0,5.0349474
3:45,San Mateo - CC Unisur,61.0,5.8708735
3:45,Sevillana,1.0,0.9322643
3:45,Rionegro,0.0,0.7545905
3:45,Suba - Calle 116,0.0,2.1465673
3:45,San Bernardo,1.0,1.0674973
3:45,SENA,0.0,0.84903526
3:45,San Facon Carrera 22,1.0,0.8624377
3:45,Socorro,2.0,1.4742365
3:45,21 Ángeles,0.0,0.94574976
3:45,Temporal Calle 34,0.0,0.74437094
3:45,Venecia,1.0,4.9693656
3:45,Danubio,0.0,9.17518
3:45,Portal Sur - JFK Coop. Financiera,11.0,5.587204
3:45,Temporal Calle 22,0.0,1.1320949
4:00,AV. Chile,1.0,0.48806286
4:00,CAN,1.0,0.04531336
4:00,Campín - UAN,4.0,0.7142806
4:00,San Diego,1.0,0.19373369
4:00,Granja - Kr 77,0.0,0.7403302
4:00,Ricaurte - NQS,1.0,0.45544338
4:00,Quirigua,0.0,1.5321383
4:00,Suba - Calle 100,1.0,5.6141586
4:00,Calle 75 - Zona M,1.0,4.687554
4:00,AV. Boyacá,1.0,3.289754
4:00,Calle 40 Sur,11.0,1.0771518
4:00,AV. Américas - AV. Boyacá,2.0,6.474953
4:00,Marsella,1.0,7.0878224
4:00,Niza - Calle 127,1.0,6.525184
4:00,La Campiña,0.0,0.25519037
4:00,Transversal 86,4.0,17.381788
4:00,Corferias,1.0,0.2383728
4:00,Guatoque - Veraguas,2.0,6.1582284
4:00,CDS - Carrera 32,1.0,0.2536745
4:00,Ciudad Universitaria - Lotería de Bogotá,0.0,2.4844675
4:00,Universidad Nacional,1.0,3.2836113
4:00,Avenida Rojas - UNISALESIANA,0.0,-0.75955725
4:00,Tercer Milenio,1.0,6.3347254
4:00,Concejo de Bogotá,0.0,2.787158
4:00,NQS - Calle 38A S,2.0,6.3811836
4:00,7 de Agosto,0.0,5.214172
4:00,AV. 68,0.0,-0.5782771
4:00,Distrito Grafiti,2.0,6.1500916
4:00,Polo - FINCOMERCIO,1.0,1.8672805
4:00,Tygua - San José,1.0,5.7975755
4:00,Quinta Paredes,1.0,5.110731
4:00,Salitre - El Greco,1.0,0.25749207
4:00,Zona Industrial,1.0,0.27397346
4:00,León XIII,52.0,7.3950577
4:00,Paloquemao,1.0,5.7929273
4:00,Carrera 90,0.0,4.891105
4:00,Gobernación,2.0,4.872587
4:00,Terreros - Hospital Cardio Vascular,66.0,18.531822
4:00,Escuela Militar,1.0,1.5716896
4:00,Mandalay,2.0,7.093623
4:00,AV. Cali,0.0,5.6671505
4:00,Suba - TV. 91,1.0,8.642858
4:00,Ricaurte - CL 13,1.0,10.009868
4:00,Restrepo,2.0,10.677719
4:00,Prado,1.0,5.1681247
4:00,Terminal,0.0,7.3451505
4:00,Virrey,0.0,1.2274494
4:00,Toberin - Foundever,1.0,0.53186464
4:00,Pepe Sierra,0.0,5.694763
4:00,Calle 100 - Marketmedios,1.0,5.672819
4:00,Calle 142,0.0,1.0083337
4:00,Portal Norte – Unicervantes,1.0,1.973824
4:00,Calle 187,0.0,0.5838976
4:00,Alcalá – Colegio S. Tomás Dominicos,1.0,0.96311426
4:00,Calle 146,0.0,4.686935
4:00,Calle 127,1.0,2.4247994
4:00,Héroes,3.0,0.15900278
4:00,Calle 161,1.0,5.026906
4:00,Calle 106 - Maletas Explora,1.0,10.1826725
4:00,Mazurén,1.0,5.7648015
4:00,Calle 45 - American School Way,1.0,5.9951806
4:00,Carrera 53,0.0,5.6203275
4:00,La Castellana,0.0,5.8095717
4:00,AV. 1 Mayo,1.0,6.571159
4:00,De La Sabana,1.0,5.355154
4:00,La Despensa,11.0,7.776547
4:00,Calle 72,0.0,2.2064662
4:00,Centro Memoria,0.0,5.2573676
4:00,Carrera 43 - Comapan,1.0,-0.07404137
4:00,Consuelo,3.0,6.4857793
4:00,AV. Jiménez - Caracas,1.0,5.879609
4:00,Comuneros,1.0,5.6691875
4:00,El Tiempo – Cámara de Comercio de Bogotá,4.0,-0.14811945
4:00,Biblioteca Tintal,36.0,17.603422
4:00,Ciudad Jardín - UAN,3.0,7.066644
4:00,Bicentenario,2.0,5.5162396
4:00,Temporal Calle 57,1.0,-0.23265314
4:00,Biblioteca,10.0,17.407797
4:00,AV. ElDorado,1.0,-0.23828077
4:00,Calle 26,0.0,-0.5947976
4:00,Alquería,5.0,16.200773
4:00,Bosa,6.0,26.002384
4:00,CAD,1.0,-0.5654998
4:00,Banderas,2.0,3.5030866
4:00,Calle 19,2.0,-0.51049376
4:00,AV. Jiménez - CL 13,0.0,0.627645
4:00,Movistar Arena,1.0,9.111519
4:00,AV. 39,1.0,-0.59337187
4:00,Calle 76 - San Felipe,1.0,3.3071709
4:00,Calle 63,0.0,-0.62336206
4:00,Calle 85,6.0,-0.74661016
4:00,NQS - Calle 30 S,4.0,-0.31721163
4:00,Country Sur,7.0,6.9185143
4:00,Carrera 47,0.0,-0.7877135
4:00,Portal 80,1.0,9.562157
4:00,Olaya,1.0,6.142387
4:00,Molinos,8.0,5.9281507
4:00,Nariño,1.0,6.3778024
4:00,Gratamira,0.0,6.451183
4:00,Pradera - Plaza Central,1.0,5.9188848
4:00,Las Nieves,1.0,6.7454443
4:00,Modelia,1.0,3.5780597
4:00,Portal El Dorado – C.C. Nuestro Bogotá,1.0,6.0183907
4:00,Flores – Areandina,1.0,5.9137754
4:00,Museo del Oro,1.0,6.5443277
4:00,General Santander,2.0,16.53726
4:00,Portal 20 de Julio,14.0,7.122275
4:00,Humedal Córdoba,0.0,4.6877575
4:00,Parque,16.0,12.022286
4:00,Policarpa,3.0,6.9719434
4:00,Museo Nacional,1.0,6.143971
4:00,Hospital,1.0,5.7408323
4:00,Normandía,0.0,-0.7320571
4:00,Perdomo,17.0,17.83691
4:00,Hortúa,1.0,6.8088126
4:00,Portal Usme,20.0,6.9441814
4:00,Ferias,0.0,8.338665
4:00,Temporal Marly,0.0,4.932756
4:00,Patio Bonito,0.0,18.157955
4:00,Portal Tunal,9.0,22.880848
4:00,Fucha,4.0,17.570713
4:00,Minuto de Dios,1.0,13.76939
4:00,Portal Américas,55.0,18.921982
4:00,Las Aguas - Centro Colombo Americano,0.0,15.464946
4:00,Portal Suba,1.0,5.8340816
4:00,Suba - AV. Boyacá,0.0,14.306042
4:00,Santa Lucía,32.0,15.624547
4:00,San Martín,1.0,5.28665
4:00,Universidades – CityU,0.0,5.509064
4:00,Santa Isabel,1.0,2.6649685
4:00,Suba - Calle 95,1.0,4.9246125
4:00,Puente Aranda,1.0,1.9002695
4:00,Quiroga,1.0,5.9523454
4:00,Puentelargo,3.0,9.493934
4:00,San Victorino,2.0,6.3458524
4:00,CC Paseo Villa del Río - Madelena,2.0,11.205538
4:00,San Mateo - CC Unisur,133.0,13.49283
4:00,Sevillana,7.0,17.258738
4:00,Rionegro,1.0,5.37373
4:00,Suba - Calle 116,1.0,8.376978
4:00,San Bernardo,3.0,3.1310916
4:00,SENA,0.0,6.0669694
4:00,San Facon Carrera 22,2.0,-0.109678745
4:00,Socorro,1.0,8.892151
4:00,21 Ángeles,0.0,4.767467
4:00,Temporal Calle 34,1.0,4.272646
4:00,Venecia,5.0,17.356281
4:00,Danubio,0.0,6.695443
4:00,Portal Sur - JFK Coop. Financiera,7.0,15.416311
4:00,Temporal Calle 22,1.0,5.681205
4:15,AV. Chile,3.0,2.0965219
4:15,CAN,1.0,1.7391934
4:15,Campín - UAN,3.0,2.008515
4:15,San Diego,1.0,2.0926232
4:15,Granja - Kr 77,1.0,1.8388996
4:15,Ricaurte - NQS,1.0,2.524527
4:15,Quirigua,3.0,21.597136
4:15,Suba - Calle 100,1.0,1.0541468
4:15,Calle 75 - Zona M,3.0,10.621792
4:15,AV. Boyacá,2.0,3.9242668
4:15,Calle 40 Sur,5.0,7.7843795
4:15,AV. Américas - AV. Boyacá,2.0,12.076713
4:15,Marsella,9.0,12.581085
4:15,Niza - Calle 127,2.0,8.395628
4:15,La Campiña,1.0,19.680023
4:15,Transversal 86,12.0,8.9487
4:15,Corferias,3.0,2.352273
4:15,Guatoque - Veraguas,1.0,16.789154
4:15,CDS - Carrera 32,2.0,6.100988
4:15,Ciudad Universitaria - Lotería de Bogotá,1.0,7.4189878
4:15,Universidad Nacional,1.0,6.7198057
4:15,Avenida Rojas - UNISALESIANA,2.0,2.7830658
4:15,Tercer Milenio,1.0,14.806911
4:15,Concejo de Bogotá,1.0,9.785032
4:15,NQS - Calle 38A S,1.0,10.5581
4:15,7 de Agosto,1.0,12.335472
4:15,AV. 68,3.0,4.384475
4:15,Distrito Grafiti,3.0,18.21258
4:15,Polo - FINCOMERCIO,2.0,3.126306
4:15,Tygua - San José,1.0,15.362951
4:15,Quinta Paredes,1.0,13.70379
4:15,Salitre - El Greco,4.0,5.34632
4:15,Zona Industrial,1.0,8.006432
4:15,León XIII,103.0,22.34004
4:15,Paloquemao,2.0,11.913748
4:15,Carrera 90,3.0,8.88084
4:15,Gobernación,1.0,15.79961
4:15,Terreros - Hospital Cardio Vascular,93.0,22.490688
4:15,Escuela Militar,1.0,21.517565
4:15,Mandalay,2.0,22.080938
4:15,AV. Cali,2.0,9.4397545
4:15,Suba - TV. 91,4.0,8.464302
4:15,Ricaurte - CL 13,2.0,11.769655
4:15,Restrepo,10.0,16.827763
4:15,Prado,3.0,5.3363647
4:15,Terminal,4.0,2.90457
4:15,Virrey,2.0,2.8315969
4:15,Toberin - Foundever,9.0,2.283081
4:15,Pepe Sierra,1.0,9.309543
4:15,Calle 100 - Marketmedios,5.0,2.102396
4:15,Calle 142,1.0,5.151846
4:15,Portal Norte – Unicervantes,14.0,0.7129326
4:15,Calle 187,4.0,4.3403754
4:15,Alcalá – Colegio S. Tomás Dominicos,3.0,1.8660045
4:15,Calle 146,0.0,5.1790857
4:15,Calle 127,1.0,0.94997215
4:15,Héroes,1.0,5.3391185
4:15,Calle 161,1.0,11.821638
4:15,Calle 106 - Maletas Explora,1.0,8.850531
4:15,Mazurén,2.0,-0.23515177
4:15,Calle 45 - American School Way,3.0,6.516128
4:15,Carrera 53,1.0,12.032551
4:15,La Castellana,1.0,12.909959
4:15,AV. 1 Mayo,19.0,23.059687
4:15,De La Sabana,1.0,14.655012
4:15,La Despensa,24.0,22.843779
4:15,Calle 72,0.0,6.268473
4:15,Centro Memoria,1.0,15.965065
4:15,Carrera 43 - Comapan,3.0,5.980685
4:15,Consuelo,9.0,17.633162
4:15,AV. Jiménez - Caracas,1.0,10.14698
4:15,Comuneros,5.0,13.542162
4:15,El Tiempo – Cámara de Comercio de Bogotá,2.0,5.3296943
4:15,Biblioteca Tintal,1.0,7.807408
4:15,Ciudad Jardín - UAN,5.0,17.527933
4:15,Bicentenario,2.0,12.042077
4:15,Temporal Calle 57,1.0,5.310847
4:15,Biblioteca,10.0,11.949321
4:15,AV. ElDorado,1.0,5.1528144
4:15,Calle 26,0.0,4.379145
4:15,Alquería,11.0,7.1434407
4:15,Bosa,55.0,38.0944
4:15,CAD,2.0,2.7252645
4:15,Banderas,84.0,8.2361355
4:15,Calle 19,1.0,2.9767714
4:15,AV. Jiménez - CL 13,0.0,3.9932904
4:15,Movistar Arena,7.0,9.718137
4:15,AV. 39,1.0,2.7873964
4:15,Calle 76 - San Felipe,2.0,7.704094
4:15,Calle 63,0.0,3.6319127
4:15,Calle 85,9.0,2.7247057
4:15,NQS - Calle 30 S,2.0,5.6857686
4:15,Country Sur,63.0,17.217632
4:15,Carrera 47,1.0,2.8183537
4:15,Portal 80,35.0,4.456044
4:15,Olaya,8.0,17.772
4:15,Molinos,14.0,17.44389
4:15,Nariño,7.0,11.67825
4:15,Gratamira,1.0,12.313215
4:15,Pradera - Plaza Central,5.0,9.444448
4:15,Las Nieves,1.0,12.404543
4:15,Modelia,3.0,1.8552961
4:15,Portal El Dorado – C.C. Nuestro Bogotá,1.0,12.435257
4:15,Flores – Areandina,2.0,12.839855
4:15,Museo del Oro,1.0,12.9338255
4:15,General Santander,23.0,8.426961
4:15,Portal 20 de Julio,285.0,17.955763
4:15,Humedal Córdoba,1.0,9.498823
4:15,Parque,9.0,22.457214
4:15,Policarpa,1.0,17.274426
4:15,Museo Nacional,2.0,14.947729
4:15,Hospital,1.0,15.69223
4:15,Normandía,1.0,3.6499348
4:15,Perdomo,10.0,15.418352
4:15,Hortúa,3.0,16.056927
4:15,Portal Usme,12.0,18.168491
4:15,Ferias,1.0,13.153519
4:15,Temporal Marly,0.0,14.983492
4:15,Patio Bonito,0.0,10.073206
4:15,Portal Tunal,51.0,30.752342
4:15,Fucha,5.0,8.374386
4:15,Minuto de Dios,3.0,5.0574226
4:15,Portal Américas,16.0,21.59627
4:15,Las Aguas - Centro Colombo Americano,1.0,7.0695543
4:15,Portal Suba,26.0,16.10608
4:15,Suba - AV. Boyacá,1.0,6.8497834
4:15,Santa Lucía,39.0,9.1333275
4:15,San Martín,1.0,15.439524
4:15,Universidades – CityU,2.0,12.432562
4:15,Santa Isabel,1.0,22.042482
4:15,Suba - Calle 95,1.0,5.2536316
4:15,Puente Aranda,2.0,21.834282
4:15,Quiroga,3.0,17.12434
4:15,Puentelargo,1.0,8.76359
4:15,San Victorino,2.0,12.596888
4:15,CC Paseo Villa del Río - Madelena,17.0,24.247227
4:15,San Mateo - CC Unisur,587.0,22.521826
4:15,Sevillana,12.0,30.286556
4:15,Rionegro,1.0,13.547688
4:15,Suba - Calle 116,1.0,7.26406
4:15,San Bernardo,11.0,21.914398
4:15,SENA,0.0,22.260471
4:15,San Facon Carrera 22,2.0,18.743683
4:15,Socorro,3.0,22.391716
4:15,21 Ángeles,3.0,11.679233
4:15,Temporal Calle 34,2.0,10.3965225
4:15,Venecia,16.0,7.795433
4:15,Danubio,0.0,22.401932
4:15,Portal Sur - JFK Coop. Financiera,39.0,7.325529
4:15,Temporal Calle 22,2.0,12.505325
4:30,AV. Chile,1.0,4.433436
4:30,CAN,4.0,3.5750823
4:30,Campín - UAN,6.0,2.3663325
4:30,San Diego,1.0,2.545105
4:30,Granja - Kr 77,1.0,4.5508723
4:30,Ricaurte - NQS,5.0,3.3801403
4:30,Quirigua,11.0,61.760056
4:30,Suba - Calle 100,1.0,21.274508
4:30,Calle 75 - Zona M,5.0,11.42119
4:30,AV. Boyacá,7.0,12.790736
4:30,Calle 40 Sur,1.0,22.321072
4:30,AV. Américas - AV. Boyacá,5.0,22.444841
4:30,Marsella,3.0,22.412659
4:30,Niza - Calle 127,1.0,12.727466
4:30,La Campiña,15.0,46.479904
4:30,Transversal 86,22.0,22.29835
4:30,Corferias,2.0,3.6632743
4:30,Guatoque - Veraguas,2.0,6.055645
4:30,CDS - Carrera 32,1.0,21.179861
4:30,Ciudad Universitaria - Lotería de Bogotá,6.0,10.363886
4:30,Universidad Nacional,1.0,11.321428
4:30,Avenida Rojas - UNISALESIANA,5.0,5.711872
4:30,Tercer Milenio,1.0,21.474182
4:30,Concejo de Bogotá,1.0,7.896281
4:30,NQS - Calle 38A S,6.0,22.03044
4:30,7 de Agosto,9.0,6.6865807
4:30,AV. 68,9.0,2.3072886
4:30,Distrito Grafiti,5.0,22.1294
4:30,Polo - FINCOMERCIO,1.0,11.761679
4:30,Tygua - San José,1.0,2.1099224
4:30,Quinta Paredes,1.0,14.3952055
4:30,Salitre - El Greco,6.0,20.112028
4:30,Zona Industrial,2.0,21.939909
4:30,León XIII,221.0,110.82968
4:30,Paloquemao,3.0,21.290537
4:30,Carrera 90,18.0,21.296808
4:30,Gobernación,1.0,21.902273
4:30,Terreros - Hospital Cardio Vascular,302.0,61.787834
4:30,Escuela Militar,1.0,61.76006
4:30,Mandalay,1.0,22.500893
4:30,AV. Cali,27.0,12.396616
4:30,Suba - TV. 91,11.0,21.659208
4:30,Ricaurte - CL 13,6.0,21.127867
4:30,Restrepo,5.0,22.073095
4:30,Prado,14.0,16.597466
4:30,Terminal,1.0,9.180952
4:30,Virrey,1.0,9.567444
4:30,Toberin - Foundever,3.0,9.325606
4:30,Pepe Sierra,1.0,15.542589
4:30,Calle 100 - Marketmedios,5.0,9.951619
4:30,Calle 142,2.0,12.406357
4:30,Portal Norte – Unicervantes,105.0,13.448645
4:30,Calle 187,3.0,11.031866
4:30,Alcalá – Colegio S. Tomás Dominicos,6.0,7.8853197
4:30,Calle 146,1.0,12.541485
4:30,Calle 127,7.0,10.879457
4:30,Héroes,3.0,20.148605
4:30,Calle 161,1.0,13.957016
4:30,Calle 106 - Maletas Explora,1.0,6.0227175
4:30,Mazurén,9.0,10.627737
4:30,Calle 45 - American School Way,12.0,9.319399
4:30,Carrera 53,1.0,9.584362
4:30,La Castellana,3.0,11.959707
4:30,AV. 1 Mayo,9.0,22.091927
4:30,De La Sabana,1.0,6.952815
4:30,La Despensa,30.0,61.760056
4:30,Calle 72,0.0,16.954613
4:30,Centro Memoria,8.0,6.6336575
4:30,Carrera 43 - Comapan,7.0,4.5671754
4:30,Consuelo,16.0,10.045309
4:30,AV. Jiménez - Caracas,5.0,9.853949
4:30,Comuneros,4.0,21.51138
4:30,El Tiempo – Cámara de Comercio de Bogotá,9.0,6.4856877
4:30,Biblioteca Tintal,1.0,15.782118
4:30,Ciudad Jardín - UAN,20.0,38.446857
4:30,Bicentenario,3.0,14.426645
4:30,Temporal Calle 57,6.0,1.7361078
4:30,Biblioteca,22.0,22.365177
4:30,AV. ElDorado,2.0,17.170116
4:30,Calle 26,0.0,5.7420626
4:30,Alquería,24.0,22.016539
4:30,Bosa,60.0,61.76018
4:30,CAD,2.0,20.249025
4:30,Banderas,73.0,21.633177
4:30,Calle 19,3.0,17.322388
4:30,AV. Jiménez - CL 13,0.0,9.951842
4:30,Movistar Arena,3.0,21.091501
4:30,AV. 39,3.0,3.8773236
4:30,Calle 76 - San Felipe,6.0,16.605566
4:30,Calle 63,0.0,9.250937
4:30,Calle 85,1.0,2.8520045
4:30,NQS - Calle 30 S,4.0,7.1452284
4:30,Country Sur,101.0,38.446865
4:30,Carrera 47,2.0,6.4384556
4:30,Portal 80,9.0,19.813381
4:30,Olaya,9.0,38.446777
4:30,Molinos,30.0,38.446754
4:30,Nariño,6.0,38.446724
4:30,Gratamira,1.0,6.3901505
4:30,Pradera - Plaza Central,10.0,21.051811
4:30,Las Nieves,4.0,5.0589795
4:30,Modelia,2.0,9.425129
4:30,Portal El Dorado – C.C. Nuestro Bogotá,55.0,22.094957
4:30,Flores – Areandina,3.0,4.137655
4:30,Museo del Oro,2.0,38.44675
4:30,General Santander,11.0,38.44677
4:30,Portal 20 de Julio,1.0,38.44687
4:30,Humedal Córdoba,1.0,38.42059
4:30,Parque,23.0,61.76006
4:30,Policarpa,3.0,38.446815
4:30,Museo Nacional,1.0,2.91882
4:30,Hospital,3.0,38.44675
4:30,Normandía,7.0,9.070326
4:30,Perdomo,62.0,22.507854
4:30,Hortúa,4.0,38.446796
4:30,Portal Usme,380.0,38.446854
4:30,Ferias,3.0,3.206458
4:30,Temporal Marly,0.0,5.366451
4:30,Patio Bonito,0.0,22.474575
4:30,Portal Tunal,80.0,61.760174
4:30,Fucha,5.0,38.44676
4:30,Minuto de Dios,18.0,5.173416
4:30,Portal Américas,113.0,46.482426
4:30,Las Aguas - Centro Colombo Americano,1.0,6.0040545
4:30,Portal Suba,1.0,22.186245
4:30,Suba - AV. Boyacá,5.0,8.707472
4:30,Santa Lucía,19.0,22.15208
4:30,San Martín,1.0,21.199406
4:30,Universidades – CityU,15.0,5.5664463
4:30,Santa Isabel,7.0,61.760056
4:30,Suba - Calle 95,1.0,21.244013
4:30,Puente Aranda,1.0,61.76005
4:30,Quiroga,5.0,8.260223
4:30,Puentelargo,1.0,4.618961
4:30,San Victorino,4.0,38.44672
